Experiment (Center Point),,Experiment (Upper Bound),,Experiment (Lower Bound),,Spalart-Allmaras,,Menter-SST,,Wilcox k-w,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
,,,,,,96.6521030569399,0.00030856219709208405,119.19146557500653,0.0003368336025848142,101.35988739891252,0.00039741518578352184
,,,,,,100.45085343068143,0.0002907915993537964,120.94453498279901,0.00032794830371567045,103.70361616359776,0.00040710823909531505
,,,,,,102.20652277962071,0.0002907915993537964,122.4130290141614,0.0003465266558966074,106.93983381648906,0.0004668820678513731
,,,,,,103.37909623682151,0.0002980613893376413,124.18500708483961,0.00040226171243941844,108.99331460587845,0.0004846526655896608
,,,,,,105.43328610106917,0.00031825525040387725,127.12554052185544,0.000451534733441034,111.03946828839963,0.00047738287560581587
,,,,,,106.9013074158594,0.00033521809369951535,128.87695542164548,0.0004369951534733441,113.66753607122894,0.0004588045234248788
,,,,,,109.53622958898475,0.00034006462035541195,131.50029603875328,0.00040226171243941844,118.62349661357663,0.000395799676898223
,,,,,,112.45974522940344,0.0003311793214862682,135.29644647134805,0.00037560581583198703,122.70989502146722,0.00036106623586429733
,,,,,,116.25613202028427,0.0003053311793214863,137.6368662200283,0.00037399030694668827,125.9465853909307,0.0004224555735056543
,,,,,,119.76085268615282,0.00028271405492730217,139.98130405957173,0.0003861066235864298,126.24888763881617,0.00045557350565428117
,,,,,,122.3905749769846,0.0002697899838449111,145.25516649668566,0.00040953150242326335,128.8975185925337,0.000507269789983845
,,,,,,123.85552363405591,0.0002762520193861066,148.7615416705567,0.00039256865912762524,131.23132030920388,0.0004830371567043619
,,,,,,125.91656788859962,0.0003198707592891761,153.72932012720804,0.0003699515347334411,134.7298956596346,0.0004394184168012924
,,,,,,127.09505030295222,0.00034733441033925696,157.5377611906785,0.00038529886914378023,139.4055352747015,0.0004184168012924071
,,,,,,128.26667832700878,0.000351373182552504,161.64117739516624,0.0004087237479806139,142.92278292973182,0.00043861066235864306
,,,,,,130.89900055898735,0.00034733441033925696,163.69040373540636,0.00041195476575121165,145.5655049262976,0.00047011308562197097
